,name,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
11,Venezuela,47.29,50.112,54.132,58.245000000000005,57.620000000000005,59.321,63.337,67.44,69.382,71.221,73.446,75.58800000000001,78.066,80.904,80.58500000000001,85.211,90.117,89.39489999999999,90.0603,96.8695,104.36079,110.64354,113.69732,119.31733,124.84439,116.7162,122.89773,127.85427,130.0234,128.33705,123.75483,113.83724283000002,109.40397987,105.14336426,89.751036,58.38868771665951
16,Austria,44.535,44.653,50.518,49.024,50.174,50.414,51.484,51.18,52.675,53.309000000000005,56.587,54.835,56.851,57.437000000000005,60.369,61.798,62.25306177699999,62.45202827100002,60.61763380899998,64.85668219600001,66.73528595500001,64.364429552,64.853041311,66.927255461,69.06263580999999,71.07015613200001,65.85443541000001,72.39034520300001,68.03699449099999,65.109104176,64.94729550800001,68.292713,71.311909,68.604742,74.221533,71.7434737204413
17,Belgium,57.322,58.676,63.367,65.349,67.547,70.923,71.936,72.22500000000001,70.834,72.179,74.408,76.099,78.833,83.183,84.514,84.012,79.821,82.069,84.63,85.643,87.025,85.617,88.822,84.93,91.235,95.189428,90.240934,82.923093,83.47462,72.5822,69.82450000000011,85.81290000000013,86.77570000000031,75.09830000000015,93.74600000000032,90.4062016576742
18,Bulgaria,41.632,41.82,43.473,45.021,44.331,42.141,40.862,35.61,37.997,38.133,41.789,42.716,42.803,41.711,38.248,40.924,43.968,42.679,42.6,41.621,44.365,45.843,43.297,45.037,42.964,46.653,50.797,47.329,43.784,47.485,49.228,45.277,45.578783,46.8377,44.30180000000001,40.86408815701439
19,Croatia,,,,,,8.748,8.941,8.902000000000001,9.564,8.773,9.276,11.173,10.248,11.462,12.979,11.281,12.809,12.772,13.252,13.99,13.162,13.047,12.709,12.891,13.455,14.902,11.373,10.755,14.052,13.554,11.403,12.82,11.9835,13.6317,12.7603,13.41685542124252
20,Cyprus,1.319,1.423,1.501,1.647,1.831,1.974,2.077,2.43,2.59,2.685,2.497,2.609,2.728,2.991,3.139,3.37,3.551,3.785,4.0520000000000005,4.2010000000000005,4.377,4.652,4.871,5.079,5.215,5.322,4.929,4.7170000000000005,4.29,4.352,4.534590000000001,4.88801,5.00437,5.0488800000000005,5.141491,4.874890000000001
21,Czech Republic,58.121,60.606,62.196,64.334,65.131,62.56,60.528,59.293,58.882,58.705,60.847,64.257,64.598,64.93,64.69200000000001,73.46600000000001,74.6472,76.348,83.2266,84.3331,82.57860000000001,84.3609,88.02380000000001,83.51639999999999,82.25,85.90010000000001,87.56060000000001,87.5737,87.0649,86.0034,83.88839999999999,83.30189999999999,87.03760000000001,88.00030000000001,86.9887,81.4376
22,Denmark,29.143044444444445,30.783088888888887,29.48931111111111,28.0695,22.93352222222222,25.97718888888889,36.5405,30.73337777777778,33.96900277777778,40.19660555555556,36.663050000000005,53.57758055555556,44.31163611111111,41.110688888888895,38.91459444444445,36.04884166666667,37.72620833333334,39.28264444444444,46.17945833333333,40.43985,36.24135,45.602291666666666,39.315469444444446,36.616147222222224,36.384475,38.86278888888889,35.22922777777778,30.701933333333336,34.74216666666666,32.18255,28.93433333333333,30.535544444444444,31.02254722222222,30.368375,29.52583055555556,28.098960378292865
23,Estonia,17.827,17.951,17.900000000000002,17.627,17.611,17.181,14.627,11.829,9.118,9.152,8.693,9.103,9.218,8.521,8.265,8.513,8.484,8.527000000000001,10.159,10.304,10.205,9.731,12.19,10.581,8.78,12.964,12.893,11.967,13.275,12.446,10.417,12.176,13.046,12.322,7.57,6.363510663132329
24,Finland,49.394,48.948,53.016,53.491,53.359,54.27680272161342,57.97940690607261,57.63529982336095,60.982311057947896,65.5355263329389,64.41392650786301,69.09025026152871,69.14546802147109,70.43595428478332,69.4070805234004,70.4737824458507,74.81195198676065,75.37179300475037,84.74040091920908,86.2852140025038,70.83803268508514,82.66136593610126,81.68146384387165,77.80262832741677,72.54705280135822,81.05219538337535,73.6985885973487,70.47964794121178,71.39932503644252,68.21999621340741,69.15358405789645,69.21582514448389,67.92807154739243,70.60035156316988,69.01152544116891,68.79908250587368
25,France,343.482849021,362.225286024,377.86744264,391.6284679360001,406.13967193,420.751,455.555,463.639,472.707,476.868,494.274,513.398,504.77,511.276,525.806,539.9540000000001,549.5310000000001,559.064,566.838,574.054,576.062,574.869,569.768,573.812,535.937,569.29,564.985,565.1906577884371,575.4542866874522,564.9173945603617,571.8046151291517,556.2059659673824,553.97515897574,573.9864812806502,562.8424539183278,524.8709807738124
26,Germany,522.534,523.557,532.442,549.492,559.873,549.9,540.2220000000001,538.1657000000001,527.118,528.4692,536.8209999999999,552.669,552.324,557.2170000000001,556.3010000000002,576.556,586.4115,586.6879999999999,608.78,617.4652,622.575,639.5665000000001,640.578,640.6859999999999,595.624,633.0930000000001,613.070326,630.1489999999999,638.7300000000001,627.7651017700001,647.621244079065,649.6683396791417,652.9262369998507,642.8883977118196,609.4058471937799,571.870731411386
27,Greece,27.74,28.237,30.272,33.394,34.456,35.003,35.813,37.41,38.396,40.623,41.551,42.557,43.505,46.329,49.620000000000005,53.843,53.704,54.608,58.478,59.346,60.02,60.789,63.496,63.749,61.365,57.392,59.436,60.959,57.152,50.474,51.874,54.437935,55.266089,53.26278500000001,45.477312,42.59171205118891
28,Hungary,26.794,28.044,29.749,29.233,29.596,28.436,29.963,31.685,32.915,33.515,34.018,35.09,35.397,37.19,37.832,35.191,36.415,36.157,34.145,33.708,35.756,35.859,39.96,40.025,35.908,37.371,36.019,34.635,30.294,29.403,30.36,31.902,32.885,32.039,34.154,34.616
29,Iceland,3.83741,4.057842,4.152033,4.415945,4.475226,4.447226,4.425218,4.53892,4.721272,4.772761000000001,4.975857,5.111637,5.579526,6.274405,7.183988,7.677885000000001,8.027066,8.409572,8.49341934,8.620090124,8.681113926999998,9.924843022,11.975738967000002,16.467751844000002,16.835361662,17.059093363000002,17.210413408,17.548908358000002,18.116099021000004,18.122205182,18.79857039,18.548768464000005,19.238533145,19.828868,19.48883512,19.289339416220333
30,Ireland,12.088,12.652,13.064,13.228,13.833,14.500609640000002,15.135723940000002,15.99887928,16.38194822,17.088075299999996,17.84221102,19.1584479,19.95659154,21.15480718,22.0139618,23.98231604,24.96049208,25.1995351,25.2395423,25.59760674,25.983228139359998,27.50440027935876,28.738121968306388,30.26241784538917,28.35156571054795,28.68856654600732,27.47822434957498,27.604832101848107,26.146685585814524,26.318704845515853,28.3886370771675,30.418,30.870413000000003,31.133786,30.940936,32.495759859018825
31,Italy,185.74,192.33,201.372,203.561,210.75,216.891,222.041,226.243,222.788,231.803,241.48,244.491,251.462,259.761,265.657,276.629,278.995,284.401,293.865,303.321,303.672,314.0903,313.9,319.13,292.642,302.0622,302.5699,299.27590000000004,289.8032,279.8285,282.994,289.76820000000004,295.83,289.70840000000004,293.8532,282.7366243040845
32,Latvia,4.961,5.184,5.937,5.11,5.801,6.648000000000001,5.644,3.834,3.924,4.44,3.979,3.126,4.506,5.797,4.11,4.136,4.28,3.975,3.975,4.689,4.906,4.891,4.771,5.274,5.569,6.627,6.094,6.167,6.2090000000000005,5.141,5.533,6.425,7.531189,6.724875,6.438385,5.735
33,Lithuania,20.962,22.416,22.755,26.0,29.158,28.405,29.363,18.707,14.105,9.998,13.84,16.789,14.861,17.63,13.535,11.425,14.737,17.721,19.488,19.274,14.7843,12.4819,14.007,14.01,15.3576,5.748600000000001,4.8216,5.0424,4.7615,4.3969,4.9329,4.2657,4.1872,3.5111,3.9716,4.239044653
34,Luxembourg,0.939045,1.020386,1.036332,1.333588,1.3803150000000002,1.377,1.415,1.198,1.067,1.147,1.23,1.256,1.26,1.295517,1.022008,1.166291,1.621117,3.698743,3.621422,4.132149999999999,4.129123,4.333512,4.001358000000001,3.557091,3.878379,4.591276,3.716293,3.816973,2.8891280000000004,2.9649810000000003,2.76608,2.19758,2.235068,2.200918,1.907971,2.2844791870614443
35,Netherlands,62.975,67.17,68.44800000000001,69.654,73.081,71.892,74.282,77.231,76.992,79.677,81.063,85.23400000000001,86.659,92.006273,87.617304,90.180577,94.072426,95.08289200000002,98.140305,102.144798,100.76871,98.834621,105.164161,108.202778,113.502778,118.138889,112.965935,102.505526,100.875336,103.417851,110.086512,115.170275,117.260034,114.102849,121.061552,122.37654713373313
36,North Macedonia,,,,,,5.758,5.7700000000000005,6.065,5.18,5.939,6.132000000000001,6.641,6.7330000000000005,7.048,6.863,6.811,6.362,6.091,6.738,6.667,6.942,7.006,6.498,6.311,6.828,7.26,6.759,6.2620000000000005,6.0940710000000005,5.373693,5.6461440000000005,5.629506,5.6002160000000005,5.60717,5.8697680000000005,5.346470999999999
37,Norway,103.292,97.284,104.283,110.02,119.197,121.848,111.009,117.506,120.095,113.488,123.193,104.755,111.636,116.983,122.66,142.984,121.92,130.6,107.274,110.602171,138.07262100000003,121.4,137.16400000000002,142.109,131.773,123.63,127.632,147.716,133.975,141.967,144.511,148.989,149.40200000000002,147.05700000000002,134.882,154.4845378235828
38,Poland,137.714,140.294,145.833,144.34,145.464,136.311,134.714,132.75,133.867,135.347,139.006,143.173,142.79,142.78900000000002,142.128,145.184,145.616,144.126,151.631,154.159,156.936,161.742,159.348,155.3054,151.72,157.65800000000002,163.548,162.139,164.55700000000002,159.058,164.94400000000002,166.634,170.465,170.03900000000002,163.988501,157.821
39,Portugal,18.9,20.355,20.135,22.489,25.808,28.5,29.871,30.087,31.205,31.381,33.264,34.52,34.207,38.984,43.287,43.764,46.509,46.107,46.852,45.105,46.575,49.041,47.253,45.969,50.207,54.093,52.465,46.613,51.671630797000006,52.80212783900001,52.420866448000005,60.278,59.433,59.64001,53.155,54.100639438353376
40,Romania,71.818,75.47800000000001,74.07900000000001,75.322,75.851,64.309,56.803,54.195,55.476,55.136,59.266,61.35,57.148,53.496,50.71,51.934000000000005,53.866,54.738,55.14,56.499,59.413,62.696,61.673,64.956,58.016,60.979,62.216,59.047,58.888,63.2847,66.296,65.103,64.296,64.785911,59.512508,56.248440959026816
41,Slovakia,22.506,24.168,23.629,23.039,24.07,26.132,24.747,23.627,24.442,25.712,26.774,25.76,25.347,26.032,28.407,31.158,32.046,32.427,31.147,30.543,31.294,31.227,27.907,29.309,26.074,27.72,28.135,28.393,28.59,27.254,27.191,27.064,27.583,26.855,28.401,28.41535484967567
42,Slovenia,,,,,,12.399,12.744,12.344,11.946,12.895,12.913,12.737,13.178,13.705,13.261,13.624,14.466,14.6,13.821,15.272,15.117,15.115,15.043,16.398,16.403,16.44,16.059,15.736,16.103,17.437,15.1,16.5,16.326225,16.326935,16.099564,17.0804943088558
43,Spain,126.5619468,128.5366308,132.6654516,138.7590474,147.05451660606062,151.92000000000002,155.797,158.718,156.798,161.848,167.085,174.453,190.396,195.209,208.451,224.472,236.043,244.963,260.72700000000003,280.007,294.077,299.454,305.052,313.758,296.30188802842883,300.4309460528766,291.7586963790894,297.55692891361343,285.25762508808515,278.7501245269591,281.01976436102154,274.63007297833207,275.63169507000003,274.452,267.50080554,255.75983730768417
44,Sweden,137.14,138.651,146.571,146.23,143.091,146.508,147.384,146.445,145.812,143.038,148.35,140.633,149.407,159.003,155.159,145.584,161.615,146.732,135.435,152.454,159.06,143.3,148.742,149.65,136.681,148.255,151.163,166.302,153.155,153.662,162.058,156.131,164.25,163.384,168.423,169.15275243102442
45,Switzerland,56.33812333864965,57.41049335459861,59.733854864433816,60.53575491759702,54.610771398192455,56.01542743221691,58.061845826687936,59.5179197235513,61.55561297182351,66.13423976608188,62.86267091972355,57.32834821903243,62.90208612440192,63.28794045720362,68.61731525784158,67.32943859649124,72.24508931419459,66.93602870813397,67.18492078681552,65.39224348750665,59.48184635832004,63.86112174375332,67.7299303561935,68.74175225943647,68.26479532163744,68.00486177565125,64.82462679425838,70.0224066985646,70.40071717171718,71.95194524189263,66.272,61.870000000000005,61.829002,67.619748,72.056329,70.43205987753237
46,Turkey,34.218900000000005,39.6948,44.352900000000005,48.04880000000001,52.0432,57.543,60.246300000000005,67.3422,73.8075,78.32169999999999,86.2474,94.8617,103.2958,111.0224,116.4399,124.9216,122.7247,129.3995,140.5805,150.6983,161.9562,176.2998,191.55812940900003,198.42,194.812934,211.21013,229.39792153846156,239.50105778714436,240.1607346153846,251.962775,261.78335721700006,274.40770000000003,297.27750000000003,304.80190000000005,303.8976,305.4294073762223
47,Ukraine,272.0,272.7,281.5,297.2,295.3,298.835,278.683,252.524,229.906,202.922,194.018,182.986,178.002,172.822,172.12,171.445,172.972,173.734,180.36,182.165,186.055,193.381,196.251,192.586,173.619,188.828,194.9468,198.8777,194.3773,182.8154,163.6823,164.5729,156.0323,159.8528,154.141,149.02212494747252
48,United Kingdom,298.089,301.071,302.112,308.825,314.585,319.73900000000003,322.875,321.043,323.10200000000003,326.558,337.42400000000004,350.867,350.66700000000003,362.701,368.151,377.0679380328614,384.7786719908172,387.2463146520148,398.2091231014695,393.9297583155788,398.361132705616,397.282323570934,396.82994977026857,388.9180979407209,376.7538024015136,382.0682499709226,367.9818210703209,363.87299689914937,358.2837378255861,338.09592394138895,338.8753286570099,339.164262,338.19732600000003,332.7757729,324.7609344,312.7585667
51,Azerbaijan,20.702,21.542,22.909,23.572,23.3,23.152,23.4495,19.7626,19.051,17.571,17.044,17.085,16.836000000000002,17.995,18.176,18.7,18.969,18.701,21.286,21.744,22.872,24.543,21.847,21.642,18.869,18.7095,20.2938,22.9881,23.354,24.7277,24.6876,24.952900000000003,24.3209,25.2292,26.0729,22.8212
52,Belarus,33.175,36.282,37.453,38.15,38.489,39.526,38.735,37.595,33.369,31.397,24.918,23.728,26.057,23.492,26.516,26.101,25.063,26.456,26.627,31.211,30.961,31.811,31.829,35.054,30.405,34.89,32.203,30.794,31.495,34.737,34.232,33.572,34.522,38.927,40.451,38.69488168090602
53,Kazakhstan,81.263,85.09400000000001,88.49,88.417,89.657,87.379,85.99,83.166,77.889,66.777,66.739,58.747,52.0,49.8,47.3,51.6350914,55.3840027,58.3305501,63.8663626,66.9423699,67.9197296,71.66846050000001,76.6209469,80.3477922,78.72913190000001,82.6464953,86.5855045,90.61389420000002,92.6157201,94.64324290000002,91.6451167,94.642384,103.1279558,107.2688078,106.483161,109.15968450714294
54,Russian Federation,962.0,1001.4,1047.3,1065.5,1076.5,1082.2,1068.1633000000002,1008.45,956.587,875.914,860.027,847.183,834.131,827.158,846.225,877.764,891.284,891.2860000000001,916.286,931.9,954.1,992.1,1018.7000000000002,1040.0,993.1,1038.0327,1054.8575,1069.2893,1059.0855,1064.1965,1067.5432990000002,1090.970224,1091.184,1109.1977900000002,1118.14323,1085.41873
55,Turkmenistan,10.987,12.396,13.267,12.891,14.508,14.61,14.9535,13.1828,12.6368,10.52,9.905,10.13,9.498,9.416,8.86,9.943,10.614,10.707,10.92,11.98,12.819,13.65,14.88,15.0,16.0,16.7,17.2,17.8,18.9,20.1,21.5,22.6,22.8,24.2,25.41998604,26.60603898
56,Uzbekistan,47.939,52.171,54.755,50.59,55.874,56.325,54.165,50.911,49.149,47.8,47.453,45.419,46.054,45.9,45.372,46.864,47.961,49.31,48.7139,49.677600000000005,47.6272,49.374,49.0329,50.1784,50.0631,51.935,52.772,52.9641,54.9,55.4,57.28,59.1,60.82,62.8966,63.0805,64.961
59,Iran,38.915,42.186,45.062,46.97,51.431,57.655,62.814,67.178,74.686,81.004,84.35300000000001,89.74,96.983,102.385,110.088,119.348,127.603,138.225,151.645,162.755,177.077,193.43,203.131,210.48,221.807,235.681,235.588,248.756,258.85200000000003,273.5489,279.48,286.14300000000003,305.164,314.41335928055594,318.6955425749873,331.6333611499952
60,Iraq,20.973,22.287,22.51,23.45,23.86,28.373178,13.359353,21.912236,27.089582,26.663286,26.497928,25.981338,26.692943,26.743561000000003,24.720878000000003,27.19228,31.724815,35.41740600000001,26.605591,30.696344,28.343179,30.591112000000003,32.347414,35.305087,41.293343,41.702884,42.221572,47.76809,62.108842,71.172908,75.32353499999999,86.31705099999999,93.573771,100.240469,131.86404493333336,131.2816392752776
61,Israel,15.4314,16.034200000000002,17.677,19.3525,20.4533,20.8976,21.5141,24.6862,25.9997,28.3157,30.437,32.5694,35.111000000000004,37.976400000000005,39.2275,42.9575,43.8382,45.4279,47.0476,48.4711,49.833400000000005,51.8112,55.1071,55.8315,55.3072,58.486,59.276700000000005,62.96549999999999,61.358900000000006,61.3303,64.3307,67.3643,67.7115,69.2583,72.3448,74.26380388735866
62,Kuwait,15.417,16.935,18.092,19.599,21.085,18.477,10.78,16.885,20.178,22.802,23.724,25.475,26.724,29.984,31.576,32.323,34.299,36.362,39.802,41.256,43.734,47.607,48.753,51.749,53.218,57.083,57.457,62.655,60.9822,65.14330000000001,68.29310000000001,70.133814,72.856774,74.191214,75.24173601535941,74.92773602
63,Oman,2.888,3.617,3.884,4.408,4.707,4.501,4.625,5.113,5.833,6.198,6.5,6.8020000000000005,7.318,8.2,8.413,9.111,9.737,10.331,10.714,11.499,12.648,13.585,14.443,16.048000000000002,18.4453,19.8187,21.8709,25.017303,26.240023,29.137095,32.75802,34.2277,36.126,37.714,38.332,38.85731042530636
64,Qatar,3.964,4.3180000000000005,4.386,4.614,4.646,4.8420000000000005,4.6690000000000005,5.183,5.5600000000000005,5.8500000000000005,6.013,6.615,6.91,8.166,8.939,9.134,9.951,10.94,12.012,13.233,14.396,15.325,19.462,21.616,24.158,28.144,30.731,34.788000000000004,34.668,38.693,41.499300000000005,42.307,45.555,47.913,49.873,50.53496285626093
65,Saudi Arabia,51.654002630612986,55.684684547758216,65.00028621595652,70.09106991465457,75.72979095749017,79.88045573923428,84.99571265049852,93.47317729536417,102.66853564598502,106.04595385502262,109.92802536517088,112.16712229183555,119.10447093268016,126.16767866628156,130.9993761190688,138.68348321319314,146.09321173726448,154.90595933869218,166.58758916524172,173.40466164636763,191.05495591246503,196.3114419188385,204.4337426951941,204.200609,217.306609,240.071089,250.084392,272.107637,284.485475,312.312881,338.837881,345.490881,349.47303600000004,343.985956,343.660955867116,340.911668220179
66,United Arab Emirates,12.185,12.815,13.658,14.84,15.612,17.081,17.222,18.689,21.73,23.736,24.982,26.572,28.464,33.392,37.126,39.944,43.172,46.856,49.45,52.417,60.698,62.438,78.761,80.46300000000001,85.69800000000001,93.949,99.137,106.222,109.97870000000002,116.528,127.38302282737672,129.61298617812653,134.56869058801547,136.01427821046096,138.45405785644084,138.3810116633043
69,Algeria,12.274,12.981,12.722,13.966,15.324,16.104,17.345,18.286,19.414,19.883,19.715,20.654,21.497,23.262,24.757,25.412,26.625,27.648,29.528,31.249,33.915,35.227000000000004,37.31,40.237,43.112,45.735,53.074,57.397,59.89,64.241,68.798,70.997,76.017,76.663,81.527,78.769
70,Egypt,30.2535,32.461,35.6545,38.7125,40.6145,41.9525,43.276,44.987,46.737,48.55,50.652,53.57,56.784,60.697,65.7305,73.319,80.7125,86.236,92.1865,98.2523193222548,104.94731541218638,111.66104985337245,119.86698044965787,128.79240990550667,134.2672326490714,144.43171977842945,149.56286705767351,162.83109221244706,165.06383740632128,171.2342789182144,181.83642717497557,188.19109872922772,193.2111642228739,199.39878038449007,200.5629664385793,198.61019257087
71,Morocco,7.345,7.764,8.001,8.984,9.024,9.628,9.205,9.719,9.91,11.47,12.092,12.538,13.593,12.968,12.895,12.863,15.046,15.228,16.52,17.5715,19.7232,20.451,20.313,20.990600000000004,21.6553,23.6834,25.3556,27.6585,28.120700000000003,29.2785,30.3209786833581,30.716,31.630897,34.441907,40.148075,38.1654291400972
72,South Africa,143.491,148.241,152.373,158.141,163.359,167.226,168.316,168.09,174.70600000000002,181.69,186.655,200.092,210.362,205.374,203.012,210.67,210.1,220.575,234.229,244.605,244.922,253.798,263.479,258.291,249.557,259.601,262.538,257.919,256.137,254.765,250.148,252.747,255.093,256.336,252.578,239.459
79,Australia,123.673,129.52700000000002,135.815,143.374,151.433,155.6535,157.9635,161.4005,165.3825,170.1425,175.2245,180.127,188.9795,199.471,206.8995,216.829,224.255,223.4952,225.9524,229.21705,230.73955,237.99095000000003,243.1848,245.37090000000003,249.90195000000003,250.96169999999995,256.30415,250.6716,249.5631,247.647344,253.984422112964,258.21868620308385,258.96705940590533,262.63246930797783,265.90061136053265,265.23217782067536
80,Bangladesh,4.5280000000000005,4.8,5.587,6.541,7.115,7.732,8.27,8.894,9.206,9.784,10.806,11.474,11.858,12.882,14.45,15.771,17.392,18.6651,19.7129,24.684900000000003,26.4504,29.538,31.0156,34.2361,37.2082,40.8414,44.2195,48.662,54.378488206,57.426840672533096,61.8231690396,69.98852683701699,73.38681002100002,81.08241850370833,89.67242526602274,89.11359645042332
81,China,410.69,449.53,497.267,545.21,584.8100000000001,621.2,677.5500000000001,753.94,811.59,927.8,1007.03,1081.31,1135.55,1167.0,1239.3000000000002,1355.6,1480.802,1654.0000000000002,1910.575,2203.31,2500.26,2865.726,3281.5530000000003,3495.76,3714.651,4207.16,4713.019,4987.553,5431.635,5794.457,5814.573,6133.16,6604.447,7166.133,7503.428,7779.060000000001
83,India,186.3858336,202.67720139999997,223.66949020000004,241.3046202,272.44643060000004,287.7628267666394,320.45763072132127,337.1533206918919,362.1762511495495,387.9669838852853,427.1487739460552,443.20541305470925,469.15354767272726,505.0784301838384,547.3624648348896,571.3939361358995,586.0927384360359,609.650478588807,638.1310101807262,698.300975,704.5093181999999,744.4262523150684,796.2651750000002,828.4135525,879.7072499999999,937.4680375000002,1034.011325,1091.8378825,1146.139132673821,1262.2199682264786,1317.298129975224,1401.7417647481325,1471.3423259552312,1579.1912197633326,1603.675310318962,1560.9280839964968
84,Indonesia,16.369,18.415,20.72,24.807,28.487,33.11472,38.10263,40.28435,39.70743,45.92842,54.12053,58.86775999999999,70.69102000000001,76.69270999999999,83.97097,93.3264,101.6586,108.2168,112.9754,120.1506,127.5608,133.11020000000002,142.44102,149.43653999999998,156.79722,169.78624,183.41873,200.318,216.18856,228.55565,233.98198,247.91780000000003,254.65442000000004,267.08182,278.942,275.1970791516148
