,name,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
85,Japan,671.953,676.363,719.085,753.7280000000001,799.769,881.5,911.303,916.787,926.103,984.493,1010.88,1029.857,1054.864,1059.663,1079.142,1099.671,1083.142,1103.081,1092.595,1121.193,1153.062,1164.348,1180.109,1183.72,1114.003,1156.023,1104.183,1106.87994051,1087.75954653546,1062.7288196205511,1030.1143104329549,1035.0930635672928,1042.076319601991,1053.189940272383,1030.2858046070305,1004.8468131744828
86,Malaysia,14.944,16.131,17.421,19.352,21.515,23.016,26.552,31.38110800644695,34.87734916912133,39.75420469738232,46.574500092258106,53.40937387428445,59.93525469460346,64.14126656810983,68.16969828044239,69.90527357750237,75.77568516200746,80.88,83.3,96.06,98.75,103.994,108.539,113.823,116.114,125.045,127.069,134.077,140.98501000000002,147.461,150.123,156.665,160.634,170.578,171.5325929679474,159.597611866813
87,New Zealand,28.4649788351637,29.3450734786848,29.752597430683952,31.0861955693504,31.358,32.26426325929654,33.29693842413739,32.89767140844982,34.27523127529312,34.8519204305835,36.061160413742925,36.47307685559621,37.10896981406379,37.6107174175834,37.81813822481792,39.24733185239217,39.57073622289101,40.62960908655188,40.7782897060715,42.70262198137753,42.901659615250445,43.44884013144377,43.79824342192254,43.83461838904987,43.43622540034658,44.8589758600964,44.4142640021173,44.24731786828622,43.2526586273454,43.67858390677542,44.37759670771393,43.82667184655663,43.24069927384704,44.41286108731402,44.81424772941955,44.18299277269099
88,Pakistan,28.825,32.348,36.347,40.671,42.806,45.985,50.22,53.575,57.012,57.923,63.75,67.565,62.481,66.396,65.302,63.735,70.6485,74.431,76.986,82.3055,88.76422141529586,96.7200128853283,99.3809963798631,93.1883585365183,98.8277565747034,99.38471900684016,100.6214228828661,99.46126082736107,100.96800765222878,106.28803338823975,110.5136780743962,116.04724636169868,127.74092962391592,138.32122139946858,138.62625771573565,137.76936796322667
89,Philippines,22.766,20.974,22.642,24.539,25.573,26.327,25.649,25.87,26.579,30.459,33.554,36.707,39.797,41.578,41.432,45.29,47.049,48.467436,52.940537000000006,55.95743,56.56774,56.78413,59.611788,60.820985,61.934432,67.742759,69.17564999999999,72.922011,75.265842,77.260997,82.413213,90.797891,94.370341,99.76471786225405,106.041488,101.75572
90,Singapore,9.8763,10.5765,11.8138,13.0175,14.0389,15.6176,16.5966,17.5431,18.9624,20.675400000000003,22.0574,23.9094,26.7094,28.3748,29.52,31.665,33.061,34.6646,35.2815,36.8096,38.2127,39.4804,41.1341,41.670597,41.801796,45.369186,46.004295,46.944193,47.975856,49.336833,50.320233,51.5866,52.2253,52.9046,54.1423,53.07158519867644
91,South Korea,62.667201000000006,69.68059699999999,80.251348,93.108847,103.623614,118.460795,131.616144,146.439284,161.900951,183.365532,203.546465,225.845719,246.587471,237.19740600000003,262.152146,290.44294800000006,309.885952,332.020947,347.756209,368.033552,389.479512,402.988942,425.407289,442.610958,452.447461,495.028363,518.167816,531.201866,537.169276,540.378799,547.801803,560.98459,576.4121269999999,592.90462860374,585.3014440000001,573.9985479346902
92,Sri Lanka,2.465,2.6517,2.7072,2.7984,2.8579000000000003,3.1498000000000004,3.3771,3.5397,3.9787,4.38672,4.80042,4.52796,5.14394,5.67539,6.28075,6.9697,6.8009,7.10429,8.12485,8.74352,8.84822,9.4979,9.90056,10.00328,9.98688,10.80074,11.59987,11.897620000000002,12.02901,12.86748,13.2255,14.36132,14.9837,16.2166,16.812273991951596,16.85419311658832
93,Taiwan,55.556760512,62.33384877300001,69.179058901,76.26122125899998,84.05780149799999,90.193523493,99.177527448,105.529764509,115.20601463999998,124.634862852,133.11670181300002,141.96245964100004,150.486408949,163.186405431,169.47331557399997,184.840786497,188.530441533,198.828888719,209.072387136,218.39663192000003,227.512250104,235.530125536,243.116583981,238.305365303,230.03715933,247.058866976,252.167014237,250.373424814,252.340814504,259.96393544800003,258.14188770242,264.10765699180007,270.256406651,275.548932411,274.058673361,279.793002762
94,Thailand,23.02995,24.66981,28.57361,32.41324,37.35338,44.11251,50.12039,57.02815,63.33733,71.10243,79.73721,86.99163,92.66128,89.53300999999999,90.21529,95.52127,100.98719,108.44169,115.93462,124.13266,130.42631,136.76671,142.53754,145.43735999999998,145.90669999999997,157.57502111200006,153.31550677399989,168.956182883,168.63366132727987,173.764180391,177.83192826699997,179.82851922599994,176.7381069660001,177.636135689,186.503021613,176.44475944836992
95,Vietnam,5.069,5.527,6.051,6.785,7.784,8.681000000000001,9.21,9.705,10.662,12.288,14.648,16.944,19.132,21.688,23.559,26.561,30.608,35.796,40.925,46.209,52.078,57.917,64.147,70.96000000000001,80.643,91.722,101.499,115.147,124.454,141.25,157.949,175.745,191.593,209.181,227.461,234.4904841
