,name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
29,Uzbekistan,,,,,,,,,,,,,,,,327.36356932153654,365.3146509341228,376.6715830875153,377.6179941002979,388.9749262536904,368.0600000000029,378.166250000003,384.6150000000031,406.3675000000033,426.19500000000335,433.41375000000346,442.3650000000036,453.62625000000367,494.725000000004,501.847500000004,509.25875000000406,514.648750000004,527.3537500000042,530.9150000000043,538.0375000000043,546.2187500000043,565.9500000000046,589.0500000000047,610.2250000000049,584.2375000000047,571.4362500000046,566.4312500000044,565.2762500000044,559.0200000000044,562.9662500000045,536.1125000000044,531.2403761061988,533.9565757128851,571.5991273353044,572.933566863328,470.7325344149496
32,Bahrain,6.5011700000000525,9.47845000000008,11.827710000000096,16.770460000000135,20.67814000000017,21.759730000000182,22.80643000000018,24.7370100000002,27.179310000000218,30.13333000000024,24.4578900000002,22.678500000000184,35.80877000000029,37.5300100000003,38.66975000000031,47.206170000000384,54.04461000000044,52.509450000000406,55.77748000000044,58.02207000000047,60.76675000000047,57.92903000000047,67.68660000000054,72.50142000000058,74.2226600000006,75.4554400000006,77.70003000000061,83.42199000000069,87.71346000000072,90.76052000000072,91.74907000000071,95.54045000000076,98.9945600000008,100.7739500000008,92.69888888888964,101.74285193640456,107.63207161021886,111.9862633039674,120.1757827489052,121.33504400570722,124.28656067629,126.24079243642976,130.51854491736705,139.5782985044261,146.96524791140743,145.84345495083474,144.41371015512507,144.66323045094936,146.474561354513,162.65963194950132,164.3681805594045
33,Iran,34.9545383970154,84.5439972332679,114.0043442122804,125.98126809473936,130.7200924006935,136.178526523685,138.73763759533205,140.88401174188357,88.25415974197863,85.00564905351878,45.35404071881334,49.28040561386983,67.49102481037461,77.13310996295175,89.78871549688124,96.86438076609092,93.05474708599192,113.9176694781958,123.67467661554274,156.16835250000125,247.180372500002,291.99689750000226,309.0441780000025,165.13165750000135,262.3145682500022,318.6799670000026,374.79384540000297,393.7993577500032,444.7178250000036,529.8002740000042,563.3661039000046,626.0523800000051,744.4714287500061,780.8762367500061,910.401283200007,966.1252720000076,1052.7727575000083,1180.1442495000097,1235.6742380000098,1357.356062000011,1439.1015925000115,1509.8625880000122,1569.3575875000129,1575.2805470000123,1754.5060335000144,1835.478963000015,1993.419197500016,2138.038364298427,2320.145868159931,2414.2150950233518,2507.862327725763
34,Iraq,7.41000000000006,8.787500000000069,8.88250000000007,8.645000000000069,7.942000000000062,12.302500000000096,17.147500000000136,11.19100000000009,11.599500000000091,16.634500000000134,12.169500000000095,5.890000000000047,6.460000000000052,4.465000000000036,5.605000000000044,8.075000000000063,14.725000000000117,35.625000000000284,53.20000000000043,61.27500000000049,37.81000000000031,16.530000000000133,21.56500000000017,24.2250000000002,30.11500000000024,30.11500000000024,30.780000000000246,28.97500000000023,28.02500000000023,30.21000000000024,29.92500000000024,26.22000000000021,22.420000000000176,14.82000000000012,9.500000000000076,13.77500000000011,13.77500000000011,45.42957000000036,64.57625000000051,68.52730000000054,71.35260000000058,63.0192000000005,63.41345000000051,70.72655000000057,75.30834300000062,73.01096750000059,98.95578100000078,101.17798394180552,105.73735556445352,109.6685384159347,104.92481865934002
35,Kuwait,19.35150000000015,19.98800000000016,23.62650000000019,26.46700000000021,27.84450000000022,30.514000000000244,36.70800000000029,40.02350000000032,44.849500000000354,59.384500000000486,38.67450000000031,44.49800000000036,34.91250000000028,38.33250000000031,41.57200000000034,39.90000000000031,54.43500000000044,45.41000000000037,64.98000000000053,77.5200000000006,39.80500000000033,4.750000000000038,24.8900000000002,51.49000000000041,56.71500000000045,88.1410000000007,88.3690000000007,88.0650000000007,90.16450000000071,82.53600000000067,91.20000000000071,90.25000000000072,82.74500000000066,95.00000000000075,103.55000000000082,116.85000000000092,117.89500000000092,106.97000000000084,120.65000000000096,109.14550000000088,111.46350000000088,128.56350000000103,147.39250000000118,154.95638600963025,142.77337265647205,160.63550000000126,164.2645000000013,162.466402453227,168.50891275886028,179.24573715804186,149.7046983047249
36,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0254250000000247,5.089500000000043,6.460837500000052,7.615400000000061,8.331700000000067,10.348650000000085,13.006500000000107,16.559725000000135,19.358950000000156,21.686925000000176,21.823587500000176,22.648275000000183,24.4767250000002,24.8160250000002,27.125150000000215,26.031850000000208,27.257100000000214,38.18067500000031,41.28150000000033,46.95535000000038,48.7555250000004,51.38510000000041,103.21107860151146,154.24640981431625,166.44097914795134,183.3548991234202,186.5753694447701,208.49398832530292,242.91458277352692,246.0651756778332,241.3631564425564,239.139704158925,256.97760982790777,271.2787826983127,283.2199301071995,307.85902117717177,293.49079754575934,307.47117882916746,314.7750298205152,323.23413951955365,363.3264798349255,366.9019463672266,369.3040494526599
37,Qatar,10.401750000000089,10.401750000000089,11.416050000000093,16.353000000000133,13.434300000000109,20.73105000000017,11.322900000000091,16.05285000000013,15.307650000000123,45.146700000000365,49.06935000000039,44.743050000000366,52.31925000000042,54.18225000000045,61.3755000000005,56.51100000000047,60.03000000000048,58.06350000000048,60.65100000000049,64.17000000000053,65.20500000000054,78.97050000000065,82.25772534771366,85.7181574227842,89.40333738131847,93.0885173398527,97.03910383288908,134.1115417078352,162.29365917119762,213.6483803073156,257.7150000000021,279.45000000000226,305.3250000000025,324.9900000000026,405.4095000000033,474.0300000000039,524.7450000000043,654.1200000000053,796.7533500000063,924.2550000000076,1231.1125974162835,1503.5589900000125,1625.4632979000132,1678.8921359080848,1694.2522782026113,1757.6361893878818,1745.491446138902,1704.6752083884596,1690.6612989695304,1721.0408993706033,1713.187211139388
38,Saudi Arabia,15.361500000000122,12.815500000000103,14.525500000000116,17.10000000000014,21.641000000000176,25.745000000000203,27.79225000000022,39.11150000000031,53.93150000000044,66.21500000000053,92.37800000000075,107.71100000000088,114.1615000000009,111.4730000000009,172.9000000000014,178.60000000000144,239.4000000000019,254.600000000002,276.4500000000022,283.1000000000023,318.4400000000026,334.1150000000027,363.37500000000296,380.380000000003,406.3150000000033,407.8350000000032,421.8950000000034,430.7300000000035,444.79000000000354,438.9000000000035,473.1950000000038,510.055000000004,538.6500000000043,570.5700000000045,623.960000000005,676.7800000000053,697.8795000000055,706.9900000000057,764.1800000000061,745.2750000000059,832.7700000000067,876.4700000000071,943.6350000000076,950.2850000000076,972.6100000000076,992.275000000008,1053.1700000000085,1092.5020900000088,1121.0000000000089,1111.5000000000089,1121.0005798039135
39,Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.3140000000000025,0.3495000000000028,0.3370000000000027,0.3475000000000028,0.4677500000000037,0.4720000000000038,0.4925000000000039,0.7475000000000062,1.26250000000001,1.500000000000012,3.7927500000000314,3.7342500000000296,8.833500000000072,14.459250000000118,15.921750000000127,18.58350000000015,19.222000000000158,19.025000000000155,20.623000000000165,26.00550000000021,27.709500000000222,42.97800000000034,54.19375000000044,53.72250000000043,53.72250000000043,55.04200000000044,60.88550000000048,64.56125000000051,59.37750000000047,57.49250000000046,58.906250000000455,56.55000000000045,55.60750000000044,61.35675000000048,84.25950000000067,74.1747500000006,60.79125000000048,49.952500000000406,46.18250000000037,40.52750000000033,35.343750000000284,34.87250000000028,34.684000000000275,33.27025000000026,29.989443968675456
40,United Arab Emirates,8.121750000000064,14.342250000000114,14.556750000000118,16.921125000000135,16.945500000000134,16.185000000000134,18.91500000000015,38.0250000000003,55.67250000000044,59.57250000000048,73.3200000000006,86.38500000000069,92.62500000000072,81.51000000000064,107.25000000000084,128.99250000000103,148.3950000000012,164.67750000000132,169.26000000000136,198.70500000000155,196.07250000000155,232.14750000000183,216.15750000000176,224.15250000000185,251.745000000002,305.3700000000025,329.5500000000026,354.0225000000029,361.4325000000029,375.27750000000304,374.205000000003,383.7600000000031,423.05250000000336,436.70250000000345,451.3275000000036,465.9525000000037,475.7025000000038,490.3275000000039,489.840000000004,476.1900000000039,499.999500000004,510.003000000004,529.4250000000043,532.3500000000042,528.8847879950276,585.9873521699136,595.2082212273203,594.951930920017,580.3385890735887,580.2694695135743,554.319823679592
41,Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.819000000000061,62.553000000000495,94.23025000000077,76.1690000000006,103.52975000000082,97.61675000000078,28.56350000000023,5.01125000000004,3.006675000000024,1.002225000000008,1.002225000000008,1.0150835171064687
44,Algeria,24.380125000000195,25.698750000000203,32.56137500000026,43.21625000000034,49.9633750000004,61.5230000000005,77.49087500000061,74.16543750000059,115.01875000000092,188.5345000000015,154.09750000000122,178.64843000000147,233.10009000000187,333.7926300000028,339.75882000000274,373.3811500000031,381.8943100000031,431.0078000000036,450.58109000000366,485.8316200000039,516.5697100000042,557.0304800000046,580.0113600000046,587.4661900000048,540.1088300000043,614.9129900000049,652.5127800000055,748.5882100000063,801.6210100000065,901.0691400000076,918.8863000000076,864.7253900000071,889.4158800000071,938.5758900000076,920.5493900000074,849.1175000000068,812.9948750000066,816.4598750000066,826.0078750000065,765.6687500000061,773.9655000000063,795.9875000000063,784.4375000000063,793.3887500000063,801.7240000000063,814.1113750000063,913.9226250000072,929.7653750000076,938.4375000000076,869.5225000000071,814.5637500000064
45,Egypt,0.8181250000000067,0.8181250000000067,0.6833750000000055,0.5486250000000045,0.5775000000000047,0.4812500000000038,3.6575000000000295,4.427500000000036,7.122500000000056,10.780000000000088,20.98250000000017,23.48500000000019,25.698750000000203,30.12625000000024,38.6925000000003,47.45125000000037,54.67000000000043,60.44500000000048,66.60500000000053,74.4975000000006,77.67375000000061,87.39500000000069,94.51750000000077,108.66625000000084,116.46250000000092,120.31250000000097,128.01250000000104,130.90000000000103,134.75000000000108,161.7000000000013,202.1250000000016,242.55000000000192,262.7625000000021,289.7125000000024,317.62500000000256,409.0625000000033,526.4875000000043,536.0162500000042,567.5862500000045,603.3912500000048,590.2050000000048,591.4328083125048,585.9818146875047,539.6483688750043,469.6104875000038,425.90625000000335,402.5175000000031,488.1264867858926,585.5832658081101,649.386967075005,584.6543212125047
46,Libya,2.793000000000022,6.726000000000053,26.904000000000213,43.04450000000035,38.71250000000031,44.03250000000035,45.40050000000036,47.98450000000039,48.6495000000004,64.45750000000051,49.1150000000004,29.92500000000024,31.82500000000025,35.24500000000028,43.70000000000034,49.40000000000039,53.200000000000415,47.500000000000384,52.25000000000041,64.6000000000005,58.90000000000046,62.13000000000049,64.31500000000051,60.420000000000485,60.70500000000049,60.23000000000048,60.990000000000485,62.4150000000005,60.420000000000485,49.40000000000039,55.86000000000045,58.71000000000046,56.05000000000046,52.25000000000041,76.57000000000063,107.35000000000086,125.352500000001,145.16000000000116,151.0500000000012,151.0500000000012,159.73300000000128,74.6225000000006,115.9000000000009,121.60000000000096,156.97175000000124,147.1835000000012,147.9195000000012,135.9380000000011,131.85975000000104,145.04339680921953,133.05995236100134
47,Nigeria,1.0545000000000084,1.952250000000016,2.6172500000000216,4.009000000000031,3.7430000000000314,3.3535000000000266,6.2272500000000495,8.198500000000065,9.932250000000082,13.091000000000106,15.822250000000128,23.303500000000184,24.277250000000198,27.521500000000223,26.476500000000208,25.0800000000002,29.25050000000024,28.96550000000023,34.82225000000029,40.31800000000032,38.38950000000031,37.44900000000029,40.53650000000033,46.18900000000038,42.189500000000336,45.91350000000037,51.651500000000425,49.7459743415467,60.17689039932079,43.37716492495078,112.04464037100064,152.61342395921957,171.40391438686066,213.93889122561828,228.9419690921352,229.8398668853191,268.9150824313282,336.3422780313487,327.79218743525365,231.91938766679945,309.0666739642495,364.2581556303946,391.60302544998376,330.9957084399352,399.8253331879129,475.65285421200383,426.3702084720035,472.0561895092538,482.69553797550367,492.7914860902539,494.3113930140039
