,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
15,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688047138597575,0.0343083614191414,0.2668888891023999,0.9480555563139996,0.9051666673908,2.816111113364,4.5114129478285045,7.695027493353013,14.698285936684243,17.213944458215597,20.730369397415508,22.23609510491848,17.631695094682115,22.95488678681174,22.212218847286312,23.554259984916357,23.213262465486217
16,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430836141914141,0.0688047138597575,1.3228951874023474,1.74738049341536,1.1637131976474675,3.334795391556724,4.697667559313689,5.0410242262550415,4.756806226027667,7.505672783782315,8.02145895086161,8.657343229148095,9.3839444519516,10.681111119655998,10.640030619623136,10.500065619511163,11.37184517576414,11.79621600943697
17,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106121326503253,0.8177237353643401,1.8858277615086616,1.7329048913863236,2.625402722100322,3.3028037026422425,3.8410749930728594,3.2053094125642474,3.191330152553064,3.5031420828025133,3.729485142983588,3.4632162927705727,3.6766035329412823,3.80381247304305,4.111519013289215,3.477962328202905
18,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512965589082885,0.8489706120260254,1.4820771771572272,2.090464107606774,2.546627045694048,3.413359295009122,3.0383132583594183,4.258708513146829,4.352000917858752,10.47366188170912,11.731279358748528,9.7443888966844,7.0816111167764,8.566666673519999,11.827222231684,12.883055565861998,13.852011066637164,21.543648739457137,25.1223835200979,24.215779963817067,19.6604444601728
19,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696235501356988,0.3798009103038406,1.051735790841389,1.981007681584806,0.4183427303346742,0.475643740380515,0.5703468304562774,1.5406609912325289,2.1265106117012085,2.411468871929175,2.2329483717863585,2.649476822119581,2.646394872117116,2.648313822118651,2.5444230320355383,2.406665681925332,2.1583186617266548,4.238693063390954,5.001016304000813,4.5170466780919645
20,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318363979509759,0.1061213265032531,0.106412069863536,0.0917374400733899,2.65133762212107,4.520883383616707,3.32323761265859,2.500019692000016,3.2686231326148985,2.0225035216180025,3.482719802786176,5.859822024687858,4.529477953623583,3.504351602803481,6.305169615044136,8.639752556911802,7.972655756378124,6.818680635454944,6.4465490750280825
26,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5353230854282585,0.3218090261466504,0.3200598286744039,0.5920586823103592,1.1593292313917098,1.8793633385063195,2.695125885798732,2.101781893324057,2.542717549420489,2.6933993337107185,2.845891893832713,2.989948074702484,2.6403355304480574,1.462264624400864,1.235534090122006,1.5035334843364057,1.7374654197546036,1.6634607076958974
27,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0530606632516265,1.7684787342086972,4.856231261931424,5.965345768027781,8.368023597754254,12.231145313235585,13.484256836028411,16.731058959380878,18.28642218004278,17.774600171865693,22.119542730415805,23.683098938500645,26.36081809231769,29.278549974913847,24.93243519790074,23.97870592515545,29.04683962817879,28.01419698528804,33.918500027134804,39.45195615509724
28,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976683509664848,1.0292508425742424,1.0978675654125252,1.132175926831667,0.2217052399911005,0.915696991160702,0.8263302276950815,1.1078415324863222,1.7061033467277036,1.3065449386789605,2.11866321923683,3.085962543225274,2.952340596790253,2.8032333973347505,3.056151699729777,6.01903315153404,7.342048745619446,6.712163307681754,11.343134772148812,13.336094310774325,12.28531253836774
29,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1027777778599999,0.5138888893,2.525498757575954,5.146332093005954,1.7491089551160188,2.239632083319856,16.585946062765004,20.319767777457063,25.65963225419127,36.324232200716594,14.818549900536883,33.429014600925086,31.23454974747268,56.39774673372702,76.7971262672784,78.62314489455743
30,South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106121326503253,0.0168699485609154,0.0539472609807051,0.1331857293974493,0.5301918521976589,0.9665246138924468,1.7947887984138358,2.5681822179953584,3.605130866476516,2.901539716441892,4.185637003348509,4.292412033433929,4.508939373607151,5.132842354106273,5.15045017412036,4.978256393982605,7.946007168846406,8.137665347158539,7.760849212599058
31,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344023569298787,0.6239429900362032,0.9670266042276175,1.665978801593761,6.035050270393679,7.437994395106773,9.699420007759535,10.687970008550376,14.642170011713736,18.712670014970133,20.922370016737897,22.573830018059063,19.561660015649327,22.980880018384703,24.57419001965935,28.16786002253429,27.23746002178997
39,US,16.73274149767351,19.38873222650986,22.044722955346217,25.8337261710598,28.846282290192622,30.384048845856057,21.78627947870848,28.83218296358202,31.444318206973637,32.78657410030333,36.30764593252536,39.50443325270343,47.89635245133616,62.76268242955919,76.1908810935004,87.37916673657001,109.3111392569214,145.94024983616856,208.328830132993,244.78686888269817,297.6057662313506,311.73235154007045,295.81703166201834,297.4892117980362,320.3188414459296,331.3839929699332,344.9456652591215,356.651866166354,360.12218042277783,353.1204548279509,311.6674946376617
40,Brazil,65.00527112399222,72.90802239308192,66.79854725997464,64.79952866128049,71.16421904238607,72.52801369959745,80.75185327759158,88.75702054327773,81.04088005272348,74.7735330523233,61.7951979980912,66.34446536777419,72.80916550460483,83.9170491244206,84.63428449463896,92.5611203311421,102.17090662673436,129.21614404803486,155.36702375502418,148.79507100058782,159.42190069539265,131.46310013939797,134.76677978940398,158.69979300666537,163.92629707652037,173.42442525855125,162.37976876288906,159.09448643244667,189.4077675375952,200.73615808944805,186.4491641246803
52,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29685318662755,0.362876569911549,0.4918245937456519,0.9685200950699596,3.1423320687562035,8.668276476367277,16.95919243390519,23.477937408330515,17.856896895971932,11.894548041056575,33.489131561952654,34.291744846432714,47.055811890007575,44.26935046497585,43.72924702014532,54.28837206117421,55.26534240607553,64.31788689575798,59.70100306879263,62.590752320373184
53,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006729692217254,0.6309269325746807,3.6970240822148366,10.671755731167533,14.70339912911964,21.919704784023217,24.438657090697305,24.847587222310093,26.676353651538214,31.269642897920804,36.0008268295322,34.75793679815809,39.237891078463406,48.91827902487671,54.165500510380994,59.02502915424171
