,name,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
13,Hungary,83.50741877163826,83.701775998158,80.29270027499,78.43279012356204,76.24481125042529,72.13165024853436,71.6076753451922,65.99191718991352,63.11499564922383,57.09429810117516,55.17229320564351,50.1736814795949,43.22422373887482,41.21289370722341,41.92777704169706,44.78287964304308,46.7715500707713,42.74977699152591,39.516582353540805,38.56221093486983,35.13605620637205,34.42073064122241,35.54514398439098,27.068295841887757,20.33093798000015,20.429246370000165,20.617803560000123,19.696160950000152,18.096803350000165,18.529764990000103,19.136536980000194,18.683222840000152,18.7443036000001,18.46791665000013,17.657642920000097,17.008642400000127,14.923139170000136,14.784615299129587,11.554311960000094,10.335887847752948
14,Poland,1197.824094288227,1397.7061618446066,1423.4971212397818,1426.0772433849925,1436.303951244735,1460.4870636486037,1476.407306808561,1476.1912339757655,1362.5562787694344,1162.5017951566526,1113.4035957265403,1083.565906532385,1047.9890636996777,1047.2089751565711,1072.408859954137,1063.037945157293,1081.6551529867472,934.453945727298,904.1128601789228,836.1384122971733,838.0156776884085,834.706805811836,830.7203201933625,806.196141818931,806.7764217786727,791.3931382596712,726.7561135422712,708.3885978763354,656.2531177244679,644.183156113816,648.0166831250872,672.4432176465237,664.7651866059275,628.4025610541603,616.0761867679284,605.6630853890414,578.9416642362554,549.7619178785242,518.8211514036021,467.7587592514648
15,Romania,107.96408120000086,111.4468010000009,129.26745000000105,127.31919240000104,131.08475380000104,136.2575452000011,146.51799640000115,161.3083326000013,162.9530123100013,96.10834543301492,81.76364520282053,85.44829571357482,88.68258700681655,90.48500576520073,91.7325321202298,93.78893734027471,76.79176185045877,59.90033838793054,54.03980668207038,65.16814699725242,66.29801294815054,70.9304163434895,76.06230503000063,73.25990534000069,67.39144223000051,75.35898078000065,79.76264539000057,80.98244631000065,76.35424129000052,68.65773989000053,77.4801881100005,73.80551516000052,54.15667668000052,51.743091150000325,54.80007154000041,49.25813231000035,51.96542290670055,46.72724660000038,45.68162819000037,31.650552312555234
16,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,83.64534643076028,87.06595838713184,86.25664592087003,84.29399371348312,90.89231681549346,85.1490058621757,89.81015559881833,66.56351503591485,84.21657468120944,84.43371920427123,84.44094779800069,77.27622881585933,80.08750850600063,81.71204528918713
17,Spain,140.22292528182115,150.5969263473512,152.98090960804126,151.49219410608123,150.21309953840122,153.91145087765122,133.67525882094105,126.62744786188102,135.4661573688511,132.38428990696104,121.37070428344096,123.301228599001,121.31246405790095,114.7649154554409,113.2064399221909,111.7991697172809,112.0201011173109,107.43784493638088,99.8552223332008,97.00580769366076,91.44677384067072,89.36491351046071,83.08474002686067,80.50285773215064,77.06031897739062,72.6060211504006,68.20991734296055,50.8696142664104,44.312318735400346,38.32948285596031,30.79855172394265,28.61278126676423,20.49784148885296,18.932415414498163,14.48956903816571,7.976212480039042,13.11651171000011,8.948826825548027,18.377150727307704,21.070962998794744
18,Turkey,80.63079133977665,86.84214770829269,91.40587137490073,102.4665939641058,123.692138659451,132.12296591431706,141.99193178987312,128.89728531955902,148.51151455938918,136.33606493915013,127.97627770058102,140.9241816713011,134.3203587075581,140.80280029402712,140.52421611138712,142.99790739757265,152.56772681266654,162.17900409998492,154.49996534000192,145.23755501276966,142.8332667404125,132.12026063892412,125.33601101759103,122.48964738498692,130.41880254337104,153.05082172716723,172.0890849629374,193.9186629681996,202.38525018777065,203.80407746443964,207.8164500345481,197.90771387162857,179.69855579635487,190.25517000000175,148.7976043300012,179.79745319393146,175.45506342770636,192.44522566706516,201.7729342221276,165.78858918815695
19,Ukraine,,,,,1083.9855486370266,1110.2438869343114,1097.9105210834975,1091.6465087744111,1026.1591073612356,1009.5795255555636,858.5726202777847,815.0385375000064,694.3136677777833,571.3582886111159,497.4907344444484,376.36407611111423,390.50161972222537,399.71886527778094,422.0114827777812,422.69613611111447,419.52202500000334,417.7425572222255,405.36140083333663,402.79319805555895,403.29339416666994,410.5402744444477,404.6951766914813,404.1432771640695,375.0599091327028,373.8456417179085,422.40074093013993,454.6446748279544,444.4763089427667,303.1352596774565,199.39025085496243,211.78043464023335,158.4244888512846,162.760784904805,162.23597366371774,149.7334138116293
20,United Kingdom,907.2330400000068,884.6824700000077,845.4544800000074,357.26197000000275,657.9323600000052,762.8349600000062,734.888070000006,736.2138900000059,708.0576600000059,656.4320900000048,669.3646500000053,599.1078200000043,483.6684400000037,345.45752000000283,380.8941300000031,362.1046548381988,352.4287860510853,299.55555685582,270.0400436825339,227.3836875125248,232.23673058686825,218.73215920005785,205.1046469825176,181.35462573875904,147.86186841126545,132.79051965787173,124.4012751710458,131.47949020280382,128.37972924681512,132.87478017343616,134.11723294789633,123.07840368032964,92.72945107425204,84.77207554005025,62.61701339203066,33.380749291736244,24.06218562447528,20.49680517583199,17.539924270965876,13.547551949212146
23,Kazakhstan,,,,,666.0591714000052,699.6717322000055,722.7596082000058,725.0162934000058,699.6440528000055,663.7580689040053,657.5061553900052,637.4924024000051,561.8839883580044,524.6532415180042,417.7336459660034,385.178128888003,365.839509028003,352.5380919480029,294.3862776680024,377.231943018003,398.2389030178493,370.43225936677214,425.0643331592034,435.73384146460353,433.2806097298035,481.7907690568039,490.8051404214039,557.5751759532124,504.956876321944,552.4007190674323,578.6067974568047,600.4886885116048,597.5060296366048,568.6642332336047,537.1154122118523,515.0870682888042,561.4619149566045,592.1787122874047,575.5541064434045,567.3592244208046
24,Russian Federation,,,,,2160.9199304700155,2234.9767495751616,2253.092008360279,2325.494518294349,2236.9801948352388,2158.076058200017,1984.584644668017,1903.0660262830168,1716.3166244170136,1527.4818774890114,1450.4193680360108,1405.1366000000098,1348.9637000000096,1265.9255000000103,1370.1303000000105,1413.27760000001,1493.873500000011,1425.4891000000127,1541.0913000000107,1594.8219000000115,1576.9117000000113,1639.5974000000122,1668.905000000014,1732.4048000000143,1648.5525000000127,1755.6229320000143,1832.6205100000127,1957.161528000016,2013.3507100000147,2053.762634000015,2167.1342000000186,2255.8711000000176,2393.4540000000184,2562.78680000002,2563.6009000000204,2324.005202805401
25,USSR,4027.8452440861984,4061.560227249138,4057.787378244583,4013.74822333959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Uzbekistan,,,,,17.3052929171819,19.59089764209272,16.325748035077265,17.95832283858499,20.243927563495813,21.223472445600443,19.42110986252792,15.28090016083232,12.430424553907832,12.554500238974418,9.971766899825194,9.263229435102842,9.619130742267524,9.638721639909615,9.65178223833768,8.166139167145648,8.851820584618894,8.934755384637086,6.2462311982205625,8.812638789334706,9.802958665142496,10.194776617984347,10.68781420864368,11.76106888446966,11.931509693955867,11.850533983701888,12.553860269651445,12.253910566152577,13.354527195685344,14.356275095117686,11.388743874781689,12.627149817730514,13.18673115738082,13.63004215210011,13.426262338800113,13.708559990579497
30,South Africa,870.6343604000069,963.1616169600078,973.391783640008,1089.9882904900087,1160.1698162400094,1183.2094975200096,1179.4020216000097,1211.7450516000097,1175.5482117600093,1164.7321722000097,1188.1667733900094,1216.525168259598,1243.512181350407,1292.4173531481397,1359.7599671212636,1360.079144477647,1450.1921712445212,1466.199660335976,1468.520805428386,1472.751961006874,1468.5530745413005,1446.2976437444695,1567.624777592026,1594.3952666128953,1609.3898432172186,1607.891915958484,1609.1443991359702,1639.577160908023,1625.190064256473,1675.9240285995138,1665.3419228466648,1704.553703999598,1689.3972341580004,1721.1147000898522,1656.7732883246665,1670.4400760416795,1659.0662738715407,1670.3993171875134,1726.0061542150577,1659.0599080318912
31,Zimbabwe,21.522198880000172,20.77229648000017,24.971749920000203,23.32196464000019,23.32196464000019,30.371047200000245,36.220285920000286,38.02005168000031,38.32001264000032,41.24463200000033,42.14451488000034,41.619583200000335,39.66983696000032,41.01966128000033,41.54459296000034,38.76995408000032,39.74482720000032,41.01966128000033,37.34513952000031,33.07069584000027,33.83144932772828,29.53246884120024,21.17995842268817,28.47881097505623,25.277905073824204,15.801305955760125,15.599627204304124,11.316627137920092,12.5034676703041,20.00876835339216,19.21290443529616,11.950444646400095,23.35346054080019,43.36385618240035,32.51721537563226,20.260255622256164,21.957142272000176,25.104962582336206,19.70001853726416,24.597266154800195
34,Australia,788.5712011679087,804.9543042904503,838.7407187645418,880.9173220098763,1074.3456703652175,1142.8595307148266,1193.6675457704148,1173.29351236908,1274.678000306607,1334.6012127745798,1384.424275322288,1477.235254405448,1484.1000650977717,1516.9103519334728,1591.817989134585,1640.6822566037415,1789.1142892491614,1832.1017852846935,1931.917920962966,1996.819784419493,2157.9209648082783,2224.046331118923,2299.0477044861627,2388.8310367487206,2501.288445120754,2556.8404676483474,2640.855274457824,2720.6215014413788,2822.833885864009,2914.7894653467347,2850.8133671766363,3091.9091919314315,3323.7432711208835,3559.449597227498,3555.702615325656,3563.055751556093,3473.313391369599,3636.380156761554,3669.8776764153263,3451.0089138856038
35,China,3614.604000000029,3874.53450000003,4154.817500000034,4589.198000000037,5072.424500000041,5198.6100000000415,5396.901500000044,5698.118500000046,6130.173000000049,6279.51964500005,6323.265890000051,6491.749700000052,6691.146050000054,7210.024315000058,7912.650765000063,8121.807011000064,8068.494509500065,7745.746309000062,7931.644299500063,8226.111590585066,8715.229739553819,9307.321840312094,10994.301993091289,12873.730019486104,14440.990189500117,15449.554184859324,16738.864929608633,17349.28274236654,17885.35189195958,19367.2489897276,21535.06720844416,21789.302832051115,22034.135553878208,21680.76276520017,21273.95943750017,19671.23181240016,20326.10932030016,21352.94993230017,22154.43870920017,22475.080113546905
36,India,741.743770500006,734.2449468000061,776.8370233500062,815.0645817000067,841.7091413000068,905.4258408000072,992.484298150008,1055.1355365500085,1147.4272988500093,1236.1666416111218,1321.8241573333432,1395.0984200000098,1441.3691508666773,1466.0951439000105,1547.9033094500128,1658.9544092111253,1713.905461049008,1703.4461806329248,1666.2043335896851,1771.1917685495264,1793.7571027557171,1873.2715235956764,1954.733862455747,2110.971557265191,2207.1597904792766,2303.6852281120764,2446.7547802999648,2647.512517154701,2857.7709759284253,2937.1091091306107,2915.2169154149824,2966.2104606638336,2974.1167639663304,3133.7238139169785,3268.103053781049,3301.831066875139,3329.752880912196,3555.3446839950807,3499.0117112287976,3522.965814165431
37,Indonesia,2.741237520000022,4.043325342000032,4.454510970000036,10.07404788600008,13.70618760000011,17.74951294200014,20.76487421400017,30.770391162000244,59.62191606000047,73.53369647400059,94.84681819200075,153.23517736800122,189.0083270040015,225.2611932060018,286.73344459200234,345.05327283000275,375.68660211600303,426.4680271740034,504.9359511840041,527.9636141743572,634.188452675153,708.123966597929,783.1578532764063,907.0208419449524,1046.6211929786923,1327.864439093982,1486.7560778473778,1646.4555661510117,1755.632422777814,1885.7260455896,2420.99886807491,2644.602729635601,3252.484629179416,3139.379702542142,3163.155641138329,3126.36614342632,3160.977070031685,3822.4702769218025,4222.599493451951,3855.070855314031
38,Japan,113.17465847000092,114.60848628000088,111.02900488000088,108.36066420000088,106.60346424000085,104.19544948000085,84.93133140000069,73.0865020400006,66.31802812000053,53.75730248000042,52.39059140000042,49.4619248000004,46.98882856000038,45.10146564000036,40.74100648000032,42.17279904000033,27.789791960000212,23.819821680000192,25.446858680000204,18.87802534000015,19.30021760000016,8.259576372464066,8.069427009878066,8.073003581452065,6.716300816578052,8.201802377342064,8.584543786304067,7.40495067450006,7.724134054378062,5.530778919180044,7.66894749467806,7.967745019716063,8.158160809320067,8.862289599460071,7.935755476588063,9.085345616736072,9.411325017352077,6.714965848420055,4.89310700075204,4.98127155588804
39,Mongolia,22.75409500000018,26.040209650000207,26.32066710000021,28.738951150000236,34.517432950000284,37.38550725000031,41.08966225000033,45.53993990000036,42.571324250000345,37.87233905000031,37.23734105000029,33.05905421000026,29.723198050000235,27.294330700000224,26.558791350000213,27.04033150000022,26.05608460000021,26.75987405000022,26.267750600000213,27.437205250000225,27.204372650000217,29.33902426000023,29.983018065000245,36.3271772500003,39.77786221500032,42.72531126500035,48.8821460400004,53.29696963500042,76.4225384650006,133.1479681350011,174.59270010000142,164.77668935000133,176.42625682500142,129.37713834500104,127.77271006500104,185.7183942250015,261.83242949500215,288.77751129500234,302.30561452000245,227.9605778450019
40,New Zealand,14.472715902316349,14.632507254780208,16.22656307147258,16.750798055007692,16.014644235515796,16.698477603312092,14.524736484406532,16.344172913999913,18.53628878125353,17.423735379251493,18.279138545127942,20.81477271152218,23.488760258459862,21.56798670798776,26.447716217165247,27.003558190635,25.40779685050236,22.06673040115406,25.47389035917373,25.375112186797445,28.83024423385275,33.14504930724882,37.63503394202924,38.05037779729103,38.73087601873832,41.67633093377864,34.67267037735593,34.73564004356144,32.31415963645296,38.57816362308349,35.605868473309,35.32938409121109,33.527700395345605,28.69699198642273,23.706204175861277,19.88111939767342,20.12601630222203,23.272951150185573,22.219822434654212,20.363404016008925
41,Pakistan,8.151560040000065,9.248885430000072,9.510153380000077,12.070579290000095,11.44353621000009,10.711985950000084,12.5931151900001,14.108469300000111,14.212976480000114,14.735512380000117,14.787765970000118,15.571569820000123,16.45988085000013,15.780584180000126,16.56438803000013,18.079742140000143,16.40762726000013,17.348191880000137,17.295938290000137,16.877909570000135,17.034670340000133,18.236502910000148,17.44747370100014,17.734868446000146,18.220826833000142,20.93017547450017,19.299863466500152,20.783865422500167,18.338397410500143,17.59378375300014,16.862233493000133,15.885091360000128,15.605534653500126,17.674776817500142,17.37431867500014,21.418746541000168,21.79497238900017,22.98882844848668,35.39256356492928,40.44766469263232
42,South Korea,101.65317800000084,102.9375952000008,101.63270920000082,109.35456400000088,115.35703960000092,124.107451600001,124.214912800001,124.322374000001,106.36100200000088,90.10516950000071,78.80604300000064,62.639761500000496,49.23153450000039,38.71743300000032,29.935620000000235,25.91105850000021,23.613552000000197,22.823293500000183,21.96499950000018,21.719025000000176,19.976269500000164,17.36475300000014,17.260083000000137,16.700098500000134,14.821272000000118,14.77940400000012,15.607343700000126,14.99624535000012,13.622626050000113,11.270167800000092,11.270167800000092,10.958949000000086,9.498802500000076,9.148158000000072,9.231894000000077,9.033021000000073,8.168970150000067,6.601188000000053,5.963073160000048,5.605508810000045
43,Thailand,5.294150677482843,6.166186950646849,5.859470202847148,7.33885154321626,17.357018602245137,17.673072327459774,22.563140808653003,23.97705635056628,30.699189364643622,41.60610421287725,48.54533711433834,51.7358333427201,53.94500863208293,60.224111096916445,64.30031446248569,74.10745541850633,80.1002752881131,69.81311232419344,66.26717781901966,60.290333997384046,65.6044203600887,66.16690440296685,61.09871524999068,65.24710211470442,69.57917116117892,62.060895597451854,57.13045372084164,55.74603049451344,54.83826448512119,57.56823438429122,69.68879080623064,55.27611860398105,54.44677637203575,53.64447180099376,44.8767585769849,50.06937179264179,47.747349615497725,43.67981509825843,41.07177031491533,38.1716043010743
44,Vietnam,39.07640486976249,41.03022511325061,41.03022511325061,32.56367072480207,36.47131121177832,39.72767828425852,41.03022511325061,39.72767828425852,33.21494413929811,33.21494413929811,33.86621755379415,33.86621755379415,42.33277194224269,39.3369142355609,54.38133011041946,63.97458750594616,74.1670164428092,76.01663293997797,62.71111708182384,75.60633068884545,87.25109934003467,106.86745458465543,125.78694727576546,178.1167661305224,222.03864520413543,252.55080467327497,276.6804846803533,259.0570260840904,287.0682956415652,291.99843538930014,303.5650512307499,274.0753910223692,267.4389149286544,267.5821950798436,271.34655541563075,252.2707571050417,250.1476057737846,276.0357240000022,302.10619878227874,316.63220101919853
