,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
15,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4653913944576673,3.7987732099617615,3.2998280894928897,4.319556716983748,2.648167353311432,4.6183055592502,4.3425277812518,4.479555559139199,4.4382916702173,4.957027781743399,4.8687638927839,5.325555559815999,6.589444449716,8.649861118030998,11.384730732478214
16,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275568053428831,0.1563383883561362,0.573681757657385,1.0462536729069762,1.1173741518058662,5.070847884711543,7.204473018899699,7.4274444503864,7.878222228524798,8.7379444514348,8.506888895694399,8.0907777842504,7.5684444504992,5.070277781833999,7.0170555611692,10.587333341803198,11.43479900914784,10.813750230873222
17,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8283683339960279,1.569098056810834,1.6051342171174403,2.617360988205,3.8020610805416486,3.5732719606363954,3.24871840685538,3.204470967142629,3.219774578265983,4.072337341591202,3.268026216807129,2.96588945611654,3.282005329169177,3.280493224846616,2.903293355663904
18,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8252782058587413,0.8218047474661214,1.6020753550565858,2.208172210154239,2.034884315556561,2.941496875989229,1.947890636627115,1.767562839532635,2.312903180346585,3.5724971796268457,16.57319100589899,19.768461990392822,24.413748758419864,10.56387566956221,11.142399490025031,11.41095703968432,12.939482329796032,15.174548070472968,19.522361135062337,19.482893200030755,14.04938699679506
19,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6873301614945646,1.9755090630991772,2.170510006641189,3.6264515720292607,3.297757414864064,5.450391346305082,6.36255606171808,7.476789553110014,7.417747306610661,9.88403074519319,11.864903549980529,15.387720269954263,17.42235694132002,16.489473872774383,17.032597195230238,15.444046019234678
20,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180883100774375,0.189927255813094,0.1718389457356564,0.810122993339498,2.063208287371863,4.025940902927098,9.239789144580268,11.45297156949315,13.315995880167296,12.327398363336169,10.365143909699231,11.84774556503375,13.535253899717093,10.818648341988252,10.962702230992385,10.826572786439035,14.916917234155754,19.070885570812266,18.28703279240741
26,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220339577382308,0.7543949420827845,0.7620156901987452,0.7094567679715217,0.5320925759786412,0.5912139733096015,0.9142031654189816,1.3109876269704022,1.695261710931868,1.571327082677925,2.2169304626952107,2.6618733089202946,2.5730551984211347,3.123879050513585,3.5917707124426776,2.6279013767343167,2.284339445521685,2.029272371293572,1.679329372767596,1.5614788734669205,1.602917060856191
27,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69992131352819,4.691782825337804,5.91695652968391,8.311130156045746,12.015763126559982,12.976096791382016,16.6101852884359,19.75775878446814,19.66463827096979,21.763913085045584,25.48039727851865,31.12180170016556,36.640442887319566,27.154416938066795,27.632899025038444,25.773206165262287,33.475064780044484,37.812831181027335,34.83576209074144
28,India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.552063839556444,7.965106606854673,8.67824663787991,8.345937087762053,8.865460454668131,9.91472336593908,10.363011361201083,8.838858385354296,10.983733555556622,12.502778284040112,12.08040895073409,12.048718364071284,13.584626591542746,14.423827025158426,17.3130340268538,15.23650568280548,20.413936222802604,23.52349059018574,24.332794684991665
29,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6730084265169847,0.80092348178225,0.8032469526973568,1.0238784229781068,0.9109951405572588,1.18995282431398,1.1798819737374695,2.1457115000237,2.974099437465465,4.140842650235048,7.040150891946079,10.265685657879578,17.499934346594667,9.291588000619518,28.32114727479157,24.33544659387191,35.04689305945684,59.2862082683828,60.94402614201216
30,South Korea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639650000511719,0.1558420001246736,0.6198790004959032,1.112991000890393,2.0654880016523904,2.9563460023650765,4.149584003319667,3.908843003127074,4.185637003348509,6.376729005101383,5.276531004221225,5.180002004144001,5.150927004120741,4.978803003983042,7.9456160063564925,8.137511006510008,8.08401300646721
31,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372222222519999,1.080325822575079,1.9971181322190856,1.649098375966717,6.106334394719171,8.218676789977897,8.54954567710141,8.479795166864301,11.10814050059563,15.005450404844703,17.556452201554627,18.82142737317738,19.219207830394534,21.251174588368293,23.247325227161426,25.9561279214797,25.966671904489782
38,US,16.732739617763297,19.388729406644536,22.04472013548089,25.759469717577275,28.846282290192622,30.942382179636056,22.19421999530869,28.103717755367374,31.054236837413537,32.28745793828788,37.00321271198192,38.95643942510454,46.39618409996768,63.24581935474928,79.4976431612412,90.83162184595372,122.66884128780956,154.10094007838737,216.7122887957043,246.99764141533103,287.77166075210283,288.550851577642,288.29495631930035,295.76401161427674,300.8746086301498,312.12520389728707,321.29293760271344,324.17400246192057,322.7258653255208,325.6646594075575,282.64294892140055
40,Brazil,68.09447217917557,70.9895391881416,69.46354007977082,72.43739690794992,77.26307642431044,79.89313312351449,83.17372329353897,80.36224522328978,78.88258143055604,79.06424092585138,67.68864617820091,60.68811436023059,68.53943592578207,65.14586771898499,72.63654876081763,78.5959856117784,72.68975801841549,98.10013459126216,125.82806993948246,134.93276512845034,137.51637019181328,122.0975097678989,112.67947117307692,135.1278657396425,147.73254765060318,175.7620021252114,157.818658035265,162.9326589043931,185.8422003701401,206.41644664131425,201.3387008723436
51,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3554017761761963,0.5662764816725716,0.4675996389093617,0.929013712828705,3.143759982084393,9.031265055158377,12.24265339656137,10.50675853425799,11.139350668977489,9.001785132142492,30.67240400064981,31.11805396957462,49.455436861818,49.040688550940864,51.716334278368194,72.18162421301797,68.71515799933799,65.89161693940196,62.74666054839,64.50882988816215
53,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091436035560517,0.6309086453675686,3.694015836644895,10.286554000558189,14.309739565220942,21.917217723855973,23.510033463320184,25.17805534203292,26.77818596434197,31.008629590809747,36.08831282835651,34.74112084358197,39.334337808772645,48.7855413320535,54.165500510380994,58.96612096739704
